timestamp,open,high,low,close,volume
,GC=F,GC=F,GC=F,GC=F,GC=F
2025-12-01T05:00:00Z,4280.5,4281.2998046875,4220.2998046875,4263.5,0
2025-12-01T06:00:00Z,4263.60009765625,4273.89990234375,4259.60009765625,4269.89990234375,6513
2025-12-01T07:00:00Z,4270.2001953125,4280.0,4239.39990234375,4278.89990234375,5680
2025-12-01T08:00:00Z,4278.7001953125,4288.7998046875,4245.7998046875,4279.2001953125,7973
2025-12-01T09:00:00Z,4279.2998046875,4287.0,4277.7998046875,4284.2998046875,6043
2025-12-01T10:00:00Z,4284.2998046875,4297.7998046875,4250.89990234375,4290.7001953125,9860
2025-12-01T11:00:00Z,4290.7998046875,4294.0,4252.2001953125,4290.0,4244
2025-12-01T12:00:00Z,4289.7001953125,4292.10009765625,4252.2001953125,4280.7998046875,6645
2025-12-01T13:00:00Z,4280.60009765625,4299.60009765625,4250.2001953125,4281.7001953125,13160
2025-12-01T14:00:00Z,4281.7001953125,4283.7001953125,4225.60009765625,4273.2001953125,24801
2025-12-01T15:00:00Z,4274.10009765625,4279.0,4219.2998046875,4265.2001953125,23520
2025-12-01T16:00:00Z,4265.39990234375,4275.7001953125,4223.60009765625,4258.89990234375,16612
2025-12-01T17:00:00Z,4259.10009765625,4273.2001953125,4222.89990234375,4265.2001953125,10338
2025-12-01T18:00:00Z,4265.5,4278.7998046875,4230.39990234375,4274.2001953125,9476
2025-12-01T19:00:00Z,4274.2998046875,4278.0,4239.2998046875,4270.7998046875,5532
2025-12-01T20:00:00Z,4270.89990234375,4276.0,4237.10009765625,4270.7998046875,5001
2025-12-01T21:00:00Z,4270.7998046875,4274.10009765625,4236.0,4265.0,1818
2025-12-01T23:00:00Z,4265.2998046875,4269.2001953125,4230.5,4260.10009765625,0
2025-12-02T00:00:00Z,4260.39990234375,4262.89990234375,4254.39990234375,4259.60009765625,3976
2025-12-02T01:00:00Z,4259.7001953125,4260.0,4199.7001953125,4251.10009765625,16108
2025-12-02T02:00:00Z,4250.7998046875,4255.89990234375,4220.39990234375,4253.0,5094
2025-12-02T03:00:00Z,4252.89990234375,4257.39990234375,4219.2001953125,4247.7001953125,5349
2025-12-02T04:00:00Z,4247.89990234375,4251.89990234375,4244.39990234375,4249.10009765625,4248
2025-12-02T05:00:00Z,4249.7001953125,4256.89990234375,4246.39990234375,4256.5,4954
2025-12-02T06:00:00Z,4256.2998046875,4258.10009765625,4234.39990234375,4244.0,8176
2025-12-02T07:00:00Z,4244.0,4251.2998046875,4240.60009765625,4244.5,4636
2025-12-02T08:00:00Z,4244.7001953125,4248.89990234375,4209.2998046875,4241.39990234375,4981
2025-12-02T09:00:00Z,4241.2001953125,4244.39990234375,4188.7001953125,4222.89990234375,12851
2025-12-02T10:00:00Z,4222.89990234375,4223.5,4183.7001953125,4216.39990234375,6922
2025-12-02T11:00:00Z,4216.2001953125,4236.60009765625,4182.10009765625,4236.0,7085
2025-12-02T12:00:00Z,4236.10009765625,4240.5,4200.89990234375,4239.7998046875,5780
2025-12-02T13:00:00Z,4239.7998046875,4246.60009765625,4206.10009765625,4243.2001953125,10418
2025-12-02T14:00:00Z,4243.10009765625,4262.2001953125,4210.2001953125,4251.10009765625,22189
2025-12-02T15:00:00Z,4250.7998046875,4252.0,4181.5,4200.7998046875,36440
2025-12-02T16:00:00Z,4200.89990234375,4221.0,4167.0,4215.7001953125,17242
2025-12-02T17:00:00Z,4215.2998046875,4228.2001953125,4187.7001953125,4225.0,9670
2025-12-02T18:00:00Z,4224.7001953125,4227.7998046875,4214.0,4222.2998046875,9302
2025-12-02T19:00:00Z,4222.2998046875,4232.0,4192.5,4227.60009765625,6425
2025-12-02T20:00:00Z,4227.60009765625,4244.10009765625,4195.39990234375,4241.60009765625,5970
2025-12-02T21:00:00Z,4241.60009765625,4243.39990234375,4206.89990234375,4238.7001953125,0
2025-12-02T23:00:00Z,4241.60009765625,4248.0,4234.10009765625,4244.0,3026
2025-12-03T00:00:00Z,4244.10009765625,4244.39990234375,4235.7998046875,4243.0,3495
2025-12-03T01:00:00Z,4243.2001953125,4252.60009765625,4215.7001953125,4245.2998046875,6487
2025-12-03T02:00:00Z,4245.39990234375,4260.10009765625,4215.89990234375,4258.10009765625,5242
2025-12-03T03:00:00Z,4258.10009765625,4259.0,4251.2998046875,4252.39990234375,2934
2025-12-03T04:00:00Z,4252.5,4256.2998046875,4248.5,4252.60009765625,2604
2025-12-03T05:00:00Z,4253.5,4254.7998046875,4233.60009765625,4238.2998046875,7349
2025-12-03T06:00:00Z,4238.7998046875,4243.2001953125,4235.5,4238.89990234375,3811
2025-12-03T07:00:00Z,4239.10009765625,4241.0,4231.10009765625,4236.10009765625,6515
2025-12-03T08:00:00Z,4236.5,4241.2998046875,4202.89990234375,4236.60009765625,6094
2025-12-03T09:00:00Z,4236.89990234375,4237.7998046875,4198.89990234375,4233.0,5781
2025-12-03T10:00:00Z,4232.89990234375,4235.7998046875,4225.10009765625,4230.7001953125,7394
2025-12-03T11:00:00Z,4231.0,4239.60009765625,4195.7001953125,4239.0,4831
2025-12-03T12:00:00Z,4239.10009765625,4245.0,4235.2001953125,4244.5,4538
2025-12-03T13:00:00Z,4244.5,4270.10009765625,4233.10009765625,4268.7001953125,17110
2025-12-03T14:00:00Z,4268.7001953125,4273.2998046875,4221.7001953125,4244.5,25729
2025-12-03T15:00:00Z,4243.89990234375,4261.5,4209.0,4247.7998046875,13973
2025-12-03T16:00:00Z,4247.60009765625,4256.89990234375,4226.60009765625,4231.89990234375,13377
2025-12-03T17:00:00Z,4231.60009765625,4246.89990234375,4210.2998046875,4242.7998046875,8247
2025-12-03T18:00:00Z,4243.0,4243.2998046875,4199.2001953125,4228.0,10790
2025-12-03T19:00:00Z,4228.39990234375,4241.7001953125,4228.0,4239.39990234375,4621
2025-12-03T20:00:00Z,4239.2998046875,4244.5,4234.7001953125,4237.2001953125,3717
2025-12-03T21:00:00Z,4237.39990234375,4241.39990234375,4232.5,4232.5,1946
2025-12-03T23:00:00Z,4234.5,4239.0,4232.2998046875,4237.0,0
2025-12-04T00:00:00Z,4237.10009765625,4245.60009765625,4234.10009765625,4241.2998046875,3037
2025-12-04T01:00:00Z,4241.2001953125,4246.89990234375,4211.0,4238.5,6688
2025-12-04T02:00:00Z,4238.0,4238.0,4227.89990234375,4229.7998046875,4560
2025-12-04T03:00:00Z,4229.2998046875,4230.7001953125,4216.10009765625,4224.39990234375,6364
2025-12-04T04:00:00Z,4224.39990234375,4227.7998046875,4221.5,4224.7001953125,2581
2025-12-04T05:00:00Z,4225.60009765625,4227.60009765625,4175.0,4210.2998046875,8340
2025-12-04T06:00:00Z,4210.2998046875,4219.39990234375,4181.2998046875,4219.10009765625,5809
2025-12-04T07:00:00Z,4219.2001953125,4224.0,4184.10009765625,4222.89990234375,5717
2025-12-04T08:00:00Z,4222.7001953125,4225.7001953125,4188.89990234375,4213.89990234375,6010
2025-12-04T09:00:00Z,4213.7001953125,4231.7998046875,4184.2998046875,4229.5,7205
2025-12-04T10:00:00Z,4229.7998046875,4232.2998046875,4226.39990234375,4227.10009765625,5380
2025-12-04T11:00:00Z,4227.2998046875,4236.39990234375,4200.2001953125,4228.2001953125,4641
2025-12-04T12:00:00Z,4228.39990234375,4231.60009765625,4191.89990234375,4219.89990234375,5231
2025-12-04T13:00:00Z,4219.89990234375,4228.2998046875,4214.7998046875,4227.89990234375,10642
2025-12-04T14:00:00Z,4228.39990234375,4244.0,4203.2001953125,4231.10009765625,17367
2025-12-04T15:00:00Z,4231.2001953125,4240.60009765625,4203.5,4237.60009765625,12570
2025-12-04T16:00:00Z,4237.7998046875,4251.10009765625,4210.89990234375,4245.89990234375,15613
2025-12-04T17:00:00Z,4246.2001953125,4248.10009765625,4239.0,4246.60009765625,6422
2025-12-04T18:00:00Z,4246.7998046875,4247.7998046875,4237.60009765625,4238.5,9423
2025-12-04T19:00:00Z,4238.5,4240.89990234375,4202.0,4239.7001953125,5802
2025-12-04T20:00:00Z,4239.2998046875,4240.7001953125,4235.89990234375,4240.2001953125,3062
2025-12-04T21:00:00Z,4240.2001953125,4240.89990234375,4207.0,4237.89990234375,1123
2025-12-04T23:00:00Z,4239.5,4240.2001953125,4233.7001953125,4236.2001953125,0
2025-12-05T00:00:00Z,4236.2001953125,4240.60009765625,4231.0,4231.7001953125,3126
2025-12-05T01:00:00Z,4231.7001953125,4234.7001953125,4224.60009765625,4232.89990234375,6546
2025-12-05T02:00:00Z,4232.89990234375,4237.89990234375,4226.0,4237.0,4700
2025-12-05T03:00:00Z,4237.0,4240.39990234375,4204.10009765625,4238.89990234375,4082
2025-12-05T04:00:00Z,4238.5,4247.0,4237.10009765625,4246.0,4070
2025-12-05T05:00:00Z,4246.39990234375,4252.0,4243.60009765625,4250.7001953125,6199
2025-12-05T06:00:00Z,4250.60009765625,4259.5,4248.89990234375,4254.39990234375,7490
2025-12-05T07:00:00Z,4254.7998046875,4261.10009765625,4252.5,4254.2998046875,3749
2025-12-05T08:00:00Z,4254.60009765625,4257.10009765625,4250.5,4250.7001953125,4253
2025-12-05T09:00:00Z,4250.5,4255.2001953125,4245.7998046875,4253.5,4380
2025-12-05T10:00:00Z,4253.2998046875,4257.7001953125,4252.39990234375,4252.89990234375,2389
2025-12-05T11:00:00Z,4252.7998046875,4255.7001953125,4250.0,4253.5,2632
2025-12-05T12:00:00Z,4253.60009765625,4260.0,4252.7998046875,4259.0,5288
2025-12-05T13:00:00Z,4259.0,4269.60009765625,4251.39990234375,4264.89990234375,14090
2025-12-05T14:00:00Z,4264.7001953125,4277.0,4258.5,4272.2998046875,16244
2025-12-05T15:00:00Z,4272.2998046875,4290.5,4245.5,4274.89990234375,25571
